TaxonID	dc:source	ScientificName	HigherTaxonID	TaxonRanky	TaxonomicStatus	ScientificNameAuthorship
leptogastrinae:tid:2800	http://leptogastrinae.lifedesks.org/pages/2800	Leptogaster triungulata	leptogastrinae:tid:2584	species		Williston, 1901
leptogastrinae:tid:2801	http://leptogastrinae.lifedesks.org/pages/2801	Leptogaster tropica	leptogastrinae:tid:2584	species		Curran, 1934
leptogastrinae:tid:2808	http://leptogastrinae.lifedesks.org/pages/2808	Leptogaster varipes	leptogastrinae:tid:2584	species		Loew, 1862
leptogastrinae:tid:2809	http://leptogastrinae.lifedesks.org/pages/2809	Leptogaster velutina	leptogastrinae:tid:2584	species		Janssens, 1954
leptogastrinae:tid:2816	http://leptogastrinae.lifedesks.org/pages/2816	Leptogaster hsiai	leptogastrinae:tid:2584	species		Shi, 1993
leptogastrinae:tid:2817	http://leptogastrinae.lifedesks.org/pages/2817	Leptogaster humeralis	leptogastrinae:tid:2584	species		Hsia, 1949
leptogastrinae:tid:2819	http://leptogastrinae.lifedesks.org/pages/2819	Leptogaster kurenzovi	leptogastrinae:tid:2818		synonym	(Esipenko, 1969)
leptogastrinae:tid:2818	http://leptogastrinae.lifedesks.org/pages/2818	Leptogaster minimensis	leptogastrinae:tid:2584	species		(Matsumura, 1916)
leptogastrinae:tid:2821	http://leptogastrinae.lifedesks.org/pages/2821	Leptogaster nigricoxa	leptogastrinae:tid:2584	species		Hsia, 1949
leptogastrinae:tid:2815	http://leptogastrinae.lifedesks.org/pages/2815	Leptogaster annuliventris	leptogastrinae:tid:2584	species		Hsia, 1949
leptogastrinae:tid:2831	http://leptogastrinae.lifedesks.org/pages/2831	Leptogaster fumipennis	leptogastrinae:tid:2814		homonym	White, 1914
leptogastrinae:tid:2814	http://leptogastrinae.lifedesks.org/pages/2814	Leptogaster whitei	leptogastrinae:tid:2584	species		Hardy, 1940
leptogastrinae:tid:2810	http://leptogastrinae.lifedesks.org/pages/2810	Leptogaster vernalis	leptogastrinae:tid:2584	species		White, 1914
leptogastrinae:tid:2811	http://leptogastrinae.lifedesks.org/pages/2811	Leptogaster virgata	leptogastrinae:tid:2584	species		Coquillett, 1904
leptogastrinae:tid:2812	http://leptogastrinae.lifedesks.org/pages/2812	Leptogaster vitripennis	leptogastrinae:tid:2584	species		Schiner, 1867
leptogastrinae:tid:2813	http://leptogastrinae.lifedesks.org/pages/2813	Leptogaster vorax	leptogastrinae:tid:2584	species		Curran, 1934
leptogastrinae:tid:2797	http://leptogastrinae.lifedesks.org/pages/2797	Leptogaster titana	leptogastrinae:tid:2584	species		Carrera, 1958
leptogastrinae:tid:2590	http://leptogastrinae.lifedesks.org/pages/2590	Leptogaster setifer	leptogastrinae:tid:2584	species		Frey, 1937
leptogastrinae:tid:2632	http://leptogastrinae.lifedesks.org/pages/2632	Leptogaster candidata	leptogastrinae:tid:2584	species		Séguy, 1930
leptogastrinae:tid:2631	http://leptogastrinae.lifedesks.org/pages/2631	Leptogaster calvimacula	leptogastrinae:tid:2584	species		Martin, 1964
leptogastrinae:tid:2630	http://leptogastrinae.lifedesks.org/pages/2630	Leptogaster californica	leptogastrinae:tid:2584	species		Martin, 1957
leptogastrinae:tid:2633	http://leptogastrinae.lifedesks.org/pages/2633	Leptogaster canuta	leptogastrinae:tid:2584	species		Martin, 1964
leptogastrinae:tid:2833	http://leptogastrinae.lifedesks.org/pages/2833	Leptogaster nitida	leptogastrinae:tid:2634		homonym	(Macquart, 1838)
leptogastrinae:tid:2634	http://leptogastrinae.lifedesks.org/pages/2634	Leptogaster carolinensis	leptogastrinae:tid:2584	species		Schiner, 1866
leptogastrinae:tid:2636	http://leptogastrinae.lifedesks.org/pages/2636	Leptogaster cheriani	leptogastrinae:tid:2584	species		Bromley, 1938
leptogastrinae:tid:2826	http://leptogastrinae.lifedesks.org/pages/2826	Leptogaster maculipennis	leptogastrinae:tid:2635		homonym	Janssens, 1957
leptogastrinae:tid:2635	http://leptogastrinae.lifedesks.org/pages/2635	Leptogaster carotenoides	leptogastrinae:tid:2584	species		Tomasovic, 1999
leptogastrinae:tid:2629	http://leptogastrinae.lifedesks.org/pages/2629	Leptogaster calceata	leptogastrinae:tid:2584	species		Engel, 1925
leptogastrinae:tid:2628	http://leptogastrinae.lifedesks.org/pages/2628	Leptogaster breviventris	leptogastrinae:tid:2584	species		Theodor, 1980
leptogastrinae:tid:2623	http://leptogastrinae.lifedesks.org/pages/2623	Leptogaster bicolor	leptogastrinae:tid:2584	species		(Macquart, 1848)
leptogastrinae:tid:2622	http://leptogastrinae.lifedesks.org/pages/2622	Leptogaster biannulata	leptogastrinae:tid:2584	species		Martin, 1964
leptogastrinae:tid:2624	http://leptogastrinae.lifedesks.org/pages/2624	Leptogaster bilobata	leptogastrinae:tid:2584	species		Hermann, 1917
leptogastrinae:tid:2625	http://leptogastrinae.lifedesks.org/pages/2625	Leptogaster bivittata	leptogastrinae:tid:2584	species		Lehr, 1975
leptogastrinae:tid:2627	http://leptogastrinae.lifedesks.org/pages/2627	Leptogaster brevitarsis	leptogastrinae:tid:2584	species		Hardy, 1935
leptogastrinae:tid:2626	http://leptogastrinae.lifedesks.org/pages/2626	Leptogaster brevicornis	leptogastrinae:tid:2584	species		Loew, 1872
leptogastrinae:tid:2637	http://leptogastrinae.lifedesks.org/pages/2637	Leptogaster cilipes	leptogastrinae:tid:2584	species		Frey, 1937
leptogastrinae:tid:2638	http://leptogastrinae.lifedesks.org/pages/2638	Leptogaster cingulipes	leptogastrinae:tid:2584	species		Walker, 1849
leptogastrinae:tid:2651	http://leptogastrinae.lifedesks.org/pages/2651	Leptogaster curvivena	leptogastrinae:tid:2584	species		Hsia, 1949
leptogastrinae:tid:2650	http://leptogastrinae.lifedesks.org/pages/2650	Leptogaster cultaventris	leptogastrinae:tid:2584	species		Martin, 1957
